Ticker,TATACONSUM.NS,TATAMOTORS.NS,TATAPOWER.NS,TATASTEEL.NS,TCS.NS,TITAN.NS
TATACONSUM.NS,1.0,-0.7952983040559791,-0.5318876338440435,0.2921416572108192,-0.3947196994975117,-0.11074945415555514
TATAMOTORS.NS,-0.7952983040559791,1.0,0.6472182285041012,-0.36263174308625207,0.5570459056956444,0.47152560850219666
TATAPOWER.NS,-0.5318876338440435,0.6472182285041012,1.0,0.2865387356156,0.2630172448437191,0.42826430406360255
TATASTEEL.NS,0.2921416572108192,-0.36263174308625207,0.2865387356156,1.0,-0.6493980167353488,-0.18008746248825758
TCS.NS,-0.3947196994975117,0.5570459056956444,0.2630172448437191,-0.6493980167353488,1.0,0.5539725027220032
TITAN.NS,-0.11074945415555514,0.47152560850219666,0.42826430406360255,-0.18008746248825758,0.5539725027220032,1.0
